label,data
0,can not do not have number
0,change again e one next to escalator
0,yetunde be in class can not run water on to make ok pls now
0,not a lot have happen here feel very quiet beth be at aunt and charlie be work lot just and helen in at the mo how have be
0,then _ wait 4 at bus stop aft ur lect lar if i dun c _ then i go get car then come back n pick _
0,aight will do thank again for comin out
0,nobut hear abt tat
0,ltgt be think should say on syllabus
0,umma do say anything
0,give a sec to think think about
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd8 on 08000839402 or call 2optout
0,do not quite know what to do still can not get hold of anyone cud pick up bout 730pm and can see if be in the pub
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt
0,dear heroi be leave to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala
0,lol would but mom would have a fit and tell the whole family how crazy and terrible be
0,just get home babe be still awake
0,dunno close oredi not v ma fan
0,just buy a pizza meat lover or supreme u get to pick
0,ya toldshe be ask wat matter
0,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid
1,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txte and tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
0,shall i send that exe to mail d
0,nope watch tv at home not go out v bore
0,don knowwait i will check
0,good afternoon on this glorious anniversary day sweet j hope this find happy and content prey think of and send a teasing kiss from across the sea coax image of fond souvenier cougarpen
1,guess what somebody know secretly fancy wanna find out who be give a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18
0,still on for tonight
0,may i call later pls
0,have not that be the pattern recently crap weekend
0,have a sore throat scratch when talk
0,yes da any plm at ur office
0,be not around or just still asleep v
0,lol forgot eh yes ill bring in babe
0,good well find a way
0,can not use foreign stamp in this country good lecture
0,yup bathe liao
0,happy new year my no1 man
0,oh mr sheffield wanna play that game okay be the boss and be the nanny give a raise and ill give you one
0,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
0,hello baby do get back to mom be set up the computer now fill belly how go loverboy miss already sigh
0,no blanket be sufficient thx
0,naughty little think well to flirt flirt n flirt rather than love someone n gettin hurt hurt n hurt gud nyt
0,edison have rightly say \a fool can ask more question than a wise man can answer\ now know why all of be speechless during viva gm
0,just talk that s de will not any other
0,today be go to college so be not able to atten the class
0,be in class will holla later
0,mmm that s well now i get a roast down d b well if i have a few drink down 2 good indian
1,know someone who know that fancy call 09058097218 to find out who pobox 6 ls15hb 150p
0,come round
0,do 1 thing change that sentence into \because i want 2 concentrate in educational career be leave here\
1,1000s flirt now txt girl or bloke ur name age eg girl zoe 18 to 8007 to join and get chat
0,walk an hour 2 c u do not that show care y will not u believe be serious
1,18 day to euro2004 kickoff u will be keep inform of all the late news and result daily unsubscribe send get euro stop to 83222
0,be available for soiree on june 3rd
0,do u noe wat time e place dat sell 4d close
0,get another job the one at the hospital do datum analysis or something start on monday not sure when thesis will got finished
0,jay get really impatient and belligerent
0,hiya comin 2 bristol 1 st week in april les got off rudi on new yrs eve but be snoringthey be drunk u bak at college yet my work send ink 2 bath
0,be at work please call
0,then u drive lor
0,ard 515 like dat y
0,tell be female v how be throw in be decide what all to get now
1,eastender tv quiz what flower do dot compare to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16
0,be work technical support voice processnetworking field
0,may come to kerala for 2 daysso can be prepared to take a leave once i finalise do not plan any travel during visitneed to finish urgent work
0,ok not sure what time tho as not sure if can get to library before class will try see at some point have good eve
1,have new local date in area lot of new people register in your area reply date to start now 18 only wwwflirtpartyus replys150
0,that s fine ill bitch at about later then
0,no mum go 2 dentist
0,once free call sir be wait for
0,meeting u be work tel when shall i do work tomorrow
1,someone u know have ask date service 2 contact can not guess who call 09058091854 now all will be reveal po box385 m6 6wu
0,jus finish bathing
0,alright ill make sure the car be back tonight
1,urgent be try to contact u todays draw show that have win a 800 prize guaranteed call 09050003091 from land line claim c52 valid12hrs only
1,dear uve be invite to xchat this be final attempt to contact u txt chat to 86688
0,lul be gettin some juicy gossip at the hospital two nurse be talk about how fat be gettin and one think s obese oyea
0,aight ill get on fb in a couple minute
0,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
0,where can download clear movie dvd copy
0,yep by the pretty sculpture
0,convey regard to
0,too watch surya movie only after 6 pm vijay movie pokkiri
0,tell what happen do not behave like this to ok no need to say
0,can u get pic msgs to phone
0,send to someone else
0,wat make some people dearer be not just de happiness dat u feel when u meet but de pain u feel when u miss dem
0,for the love should start with attractioni should feel that need every time around meshe should be the first thing which come in thoughtsi would start the day and end with hershe should be there every time dreamlove will be then when every breath have namemy life should happen around hermy life will be name to heri would cry for herwill give all happiness and take all sorrowsi will be ready to fight with anyone for heri will be in love when will be do the crazy thing for herlove will be when do not have to proove anyone that girl be the most beautiful lady on the whole planeti will always be singe praise for herlove will be when start up make chicken curry and end up makie sambarlife will be the most beautiful thenwill get every morning and thank god for the day because be with mei would like to say a lotwill tell later
0,frndship be like a needle of a clock though v r in d same clock v r nt able 2 meet evn if v meetitz only 4few second bt v alwys stay conecte gud 9 t
0,do not think have spatula hand
0,can never do nothing
1,be award a sipix digital camera call 09061221061 from landline delivery within 28day t cs box177 m221bp 2yr warranty 150ppm 16 p p399
0,goodmorne today i be late for ltdecimalgt min
1,win urgent mobile number have be award with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
0,please da call any mistake from side sorry da pls da goto doctor
0,where r meet
0,well the weather in calis great but complexity be great need a car to move freely taxis be outrageous but all in all a great place the sad part be i miss home
0,now only i reach home be very tired now will come tomorro
0,ryder unsoldnow gibb
1,dear subscriber ur draw 4 100 gift voucher will b enter on receipt of a correct ans when be elvis presleys birthday txt answer to 80062
0,do not fret ill buy the ovulation test strip and send to will not get til like march can send postal addressull be alrightokay
0,no gifts try to get to throw off a cliff or something
0,be up to ne thing interesting do have a good birthday when be u wrke nxt start uni today
0,busy or can come by at some point and figure out what be do tomorrow
0,yeah go on then bore and depressed sittin waitin for phone to ring hope the wind drop though scary
0,black shirt n blue jeans thk i c _
0,aiyah sorry lor watch tv watch until i forget 2 check phone
1,message important information for o2 user today be lucky day 2 find out why log onto httpwwwurawinnercom there be a fantastic surprise await
0,on hen night go with a swing
0,good afternoon love how go day what be up to wake early and be online wait for hmmm italian boy be online see grin
0,from someone not to smoke when every time have smoke in the last two week be because of call or texte that want to smoke
0,no will just get a headache try to figure out u can trust to do the math promise o
0,s sfirst timedhoni rock
0,ok ill tell the company
0,awesome think can get an 8th at usf some time tonight
0,so that mean still think of teju
0,no be good for the movie be ok if leave in an hourish
0,no nothis be kallis home groundamla home town be durban
0,so let make saturday or monday as per convenience
0,hey what time be driving on fri go for evaluation on fri
1,449050000301 have win a 2000 price to claim call 09050000301
0,be go 4 lunch now wif family then aft dat i go str 2 orchard lor
1,bored of speed date try speedchat txt speedchat to 80155 if do not like txt swap and get a new chatter chat80155 pobox36504w45wq 150pmsg rcd 16
0,cancel cheyyamoand get some money back
1,do want 750 anytime any network min 150 text and a new video phone for only five pound per week call 08000776320 now or reply for delivery tomorrow
0,okok okthenwhats ur today plan
0,good morning princess how be
0,aiyar sorry lor forget 2 tell u
1,for take part in mobile survey yesterday can now have 500 text 2 use however wish 2 get txts just send txt to 80160 tc wwwtxt43com 150p
0,not tonight mate catch up on some sleep this be new number by the way
0,height of \oh shit\ situation a guy throw a luv letter on a gal but fall on brother head who s a gay
1,ur hmv quiz cashbalance be currently 500 to maximize ur cashin now send hmv1 to 86688 only 150pmsg
0,so check error and if have difficulty do correction
0,howz painhope u r fine
0,u wake up already thanx 4 e tau sar piah quite nice
0,k do need a login or anything
1,do not forget can place as many free requests with 1stchoicecouk as wish for more information call 08707808226
0,lol no just be busy
0,what u wear
0,ohas usual vijay film or different
1,do not know u and u do not know send chat to 86688 now and let find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year or over
0,have have a good day be really busy be up to much tomorrow night
0,and be there a way can send shade stuff to and have be wonderful too
0,really tot ur paper end long ago but wat u copy jus now get use u happy lar still haf 2 study
1,thank winner notify by sms good luck no future marketing reply stop to 84122 customer service 08450542832
0,babe lose
0,ok help ask if s work tmr a not
0,be not drive raining then ill get catch at e mrt station lor
0,not a drop in the tank
0,that say can text one more time
0,ok i go change also
1,1000s of girl many local 2 u who r virgin 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911150p m
0,do u find a sitter for kaitlyn be sick and sleep all day yesterday
0,sorry man accidentally leave phone on silent last night and do not check til get up
0,hey something come up last min think i wun be sign up tmr hee
0,s an adult and would learn from the experience there s no real danger just do not like peep use drug do not need but no comment
0,hey there s veggie pizza
0,yun buy but school get offer 2000 plus only
0,sure neighbor do not pick up
0,k will send again
0,well be computerless time to make some oreo truffle
0,haha yeah see that now be there in a sec
0,be not have number sir
0,lol now be after that hot air balloon
0,ok now i be in bus if i come soon i will come otherwise tomorrow
0,msgs r not time passthey silently say that be think of u right now and also make u think of at least 4 a moment gd ntswt drm shesil
0,yeah can probably swing by once roommate finish up with girl
1,got what take 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see pack or lucozadecoukwrc itcould be u
0,happy new year melody
0,  dun need to pick ur gf
0,yay well not have tell that to 5 other girl either
0,horrible u eat mac eat until u forgot abt already rite u take so long 2 reply thk more toot than b4 so b prepare now wat shall i eat
0,do say how fantastic be by any chance or anything need a big life lift as lose the will 2 live do think would be the first person 2 die from n v q
0,just nw i come to hme da
0,be outside island head towards hard rock and will run into
0,to day class be there be no class
0,be in chennai velachery
0,flippin shit yet
0,k give a sec break a ltgt at cstore
0,be i that much bad to avoid like this
0,yo around just get car back
0,annoying be not
0,goodmorning today i be late for ltgt min
0,there s no point hangin on to mr not right if s not makin u happy
0,all will come alivebetter correct any good looking figure there
0,in that case guess ill see at campus lodge
0,be do
0,come to home for one last time i will not do anything trust
0,be up all night too worrying about this appt a shame miss a girl night out with quiz popcorn and do hair
1,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb pocketbabecouk 4 more pic 16 3wk 087016248
0,ok c ya
1,have 1 new voicemail please call 08719181503
0,what say be not the matter mind say some other matter be there
0,al do be moan at if n e thin go wrong faultal de argument r faultfed up of of himso y bother hav 2go thanxxx
0,neft transaction with reference number ltgt for rs ltdecimalgt have be credit to the beneficiary account on ltgt at lttimegt ltgt
0,otherwise have part time job natuition
0,know call
0,also da i feel yesterday night wait til 2day night dear
0,thank for understanding have be try to tell sura that
1,win a year supply of cd 4 a store of ur choice worth 500 enter 100 weekly draw txt music to 87066 tscs wwwldewcomsubs161win150ppmx3
0,the whole car appreciate the last two dad and be have a map read semi argument but apart from that thing be go ok p
1,as a sim subscriber be select to receive a bonus get deliver to door txt the word ok to no 88600 to claim 150pmsg exp 30apr
0,need to be in strong arm
0,also maaaan be miss out
0,bday real be in april
0,guessin be not go to be here before 9
0,ok then i will come to ur home after half an hour
0,yo the game almost over want to go to walmart soon
0,yeah probably but not sure ilol let u know but personally wuldnt bother then again if ur go to then mite as well
0,ill text now all creepy like so will not think that forget
0,that would be good _ ill phone tomo lunchtime shall to organise something
1,have 1 new voicemail please call 08719181513
0,damn can make tonight or do want to just wait til tomorrow
0,kkim also finewhen will complete the course
0,true be passable and if get a high score and apply for phd get 5year of salary so make life easy
1,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free so get txtin now and tell ur friend 150ptone 16 reply hl 4info
0,prakesh be there know
0,teach app da when come to college
0,rofl betta invest in some anti aging product
0,sir will receive the account no another 1hr time sorry for the delay
1,reply with name and address and you will receive by post a week completely free accommodation at various global location wwwphb1com ph08700435505150p
0,so _ will be submit da project tmr rite
1,free entry into 250 weekly comp just send the word enter to 84128 now 18 tc wwwtextcompcom cust care 08712405020
0,jus ans lar ull noe later
0,want to send something that can sell fast ltgt k be not easy money
0,have get few thing to do may be in pub later
0,1 finish meeting call
0,lol ok ill snatch purse too
0,\hellodrivby0quit edrunk sorry iff pthis make no senrddnot no how ^ dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx\
0,how much be get
0,be ur paper in e morn or aft tmr
0,dear relieved of westonzoyland all go to plan this end too
0,hope be have a great new semester do wish the very good be make for greatness
0,oh yes can speak txt 2 u no hmm do u get email
0,want to show the world princess how about europe
0,nobody can decide where to eat and dad want chinese
0,no shoot be in the doc waiting room
0,now be go out 4 dinner soon
0,hello which the site to download song urgent pls
0,do know what u mean be the king of not have credit be goin2bed now night night sweet only1more sleep
0,horrible gal in sch do some stuff how come u get mc
0,hi hun im not comin 2nitetell every1 im sorry 4 me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monl8rsx
1,please call 08712402779 immediately as there be an urgent message wait for
0,yeah like if go like do with friend imma flip shit in like half an hour
0,mum say wan to go then go then can shun bian watch da glass exhibition
0,what plan for pongal
0,just wait till end of march when el nino get oh
0,not yet chikkugoe to room nw be in bus
0,be also do in cbe only but have to pay
0,honey boo be miss u
0,have send jd for customer service cum accounts executive to ur mail d for detail contact
0,yo be at parent gettin cash good news pick up a downstem
0,thank so much when skype wit kz and sura do not get the pleasure of company hope be good have give ultimatum oh be countin down to aburo enjoy
1,hungry gay guy feel hungry and up 4 now call 08718730555 just 10pmin to stop text call 08712460324 10pmin
0,ok no wahala just remember that a friend in need
0,will see in half an hour
0,be in inperialmusic listening2the weird track ever byleafcutter johnsound like insect be molestedsomeone plumbingremixe by evil man on acid
0,\hey sorry didntgive ya a a bellearlier hunny
0,seriously tell her those exact word right now
1,can u get 2 phone now wanna chat 2 set up meet call now on 09096102316 u can cum here 2moro luv jane xx calls1minmoremobsemspobox45po139wa
0,tee hee off to lecture cheery bye bye
0,sorry chikku cell get some problem tht y i be nt able to reply u or msg u
0,if still have not collect the dough pls let know so i can go to the place i send to get the control number
0,ok
1,network operator the service be free for t cs visit 80488biz
0,let know how to contact have settle in a room let know be ok
0,wot u up 2 u weirdo
0,can do lor
0,do not put phone on silent mode ok
0,can i meet _ at 5 as 4 where depend on where _ wan 2 in lor
0,wait 4 tv show 2 start lor u leh still busy do ur report
0,oh ho be this the first time u use these type of word
0,be the only one who do not stalk profile
0,ever green quote ever tell by jerry in cartoon \a person who irritate u always be the one who love u vry much but fail to express gud nyt
0,yes i think so thank
0,but if s drinkin be ok
0,just wonder the other just take off
0,night have end for another day morning have come in a special way may smile like the sunny ray and leave worry at the blue blue bay gud mrng
0,what do do dog must always wait till the end of day to have word from do run out of time on cell already
0,happy new year to u too
0,heygreat dealfarm tour 9 a.m. to 5 p.m. 95pax 50 deposit by 16 may
0,eat jap do oso aft ur lect wat get lect at 12 rite
0,hey babe see come online for a second and then disappear what happen
0,da birthdate in certificate be in april but real date be today but do not publish shall give a special treat if keep the secret any way thank for the wish
0,happy birthday may all ur dream come true
0,aiyah u do ok already lar e nydc at wheellock
0,tell her say eat shit
0,sure be drive but will reach destination soon
0,k so be how much for an 8th fifty
0,daily text from a favour this time
0,great to hear be settle well so what s happenin wit ola
0,those cocksucker if make feel well ipad be worthless garbage novelty item and should feel bad for even want one
0,tot u reach liao say tshirt
0,fran decide 2 go n e way im completely break an knackered got up bout 3 c u 2mrw love janx ps this be my dads fone no credit
0,right ill make the appointment right now
0,designation be software developer and may be get chennai
1,enjoy the jamster videosound gold club with credit for 2 new videosounds2 logosmusicnew get more fun from jamstercouk 16only help call 09701213186
1,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n good tones 3gbp network operator rate apply
0,jokin oni lar busy then i wun disturb _
0,ok be careful do not text and drive
0,ill always be there even if just in spirit ill get a bb soon just try to be sure i need
0,u r too much close to heart if u go away i will be shatter plz stay with
0,love u 2 babe r u sure everything be alrite be be an idiot txt bak girlie
0,how abt make some of the pic big
0,got but get 2 colour lor one colour be quite light n e other be dark lor actually be do s style hair now
0,whenevr ur sad whenevr ur gray remembr be here 2 listn 2 watevr u wanna say jus walk wid a little whileamp promise ill bring back ur smile
0,why nothing ok anyway give treat
1,win the new harry potter and the order of the phoenix book 5 reply harry answer 5 question chance to be the first among reader
0,correct so how be work today
0,just send again do scream and moan in bed princess
0,wake up long ago already dunno what other thing
0,oh just get even with u u
0,thk 50 shd be ok say plus minus 10 do _ leave a line in between paragraph
0,can call plz number show out of coveragd area have urgnt call in vasai amp have to reach before 4o clock so call plz
0,yeah jay sort of a fucking retard
0,sorry be in the bathroom sup
1,ur balance be now 500 ur next question be who sing uptown girl in the 80 2 answer txt ur answer to 83600 good luck
0,exam be for february 4 wish a great day
0,do not know what to do to come out of this so only be ask question like this do not mistake
0,aight no rush ill ask jay
0,good morning plz call sir
0,ok lar u sleep early too nite
0,oh icic k lor den meet other day
0,oh a half hour be much long in syria than canada eh wow must get so much more work do in a day than with all that extra time grin
0,sometimes put wall around heartsnot just to be safe from get hurt but to find out who care enough to break the wall amp get close goodnoon
0,sweet may or may not go to 4u to meet carlos so gauge pattys interest in that
0,then buy today no need to c meh
0,aight sorry take ten year to shower what s the plan
0,every mondaynxt week vl be complete
0,may ax well be there
0,just chill for another 6hrs if could sleep the pain be not a surgical emergency so see how unfold okay
0,yeah ill try to scrounge something up
0,crazy ar s married like gd look guy not fren like say s korean leonas fave but i dun thk be aft some thinking mayb most prob ill go
0,be somewhere on fredericksburg
0,que pase un buen tiempo or something like that
0,be ok if stay the night here xavier have a sleep bag and be get tired
0,do not need any test
0,nothing much chillin at home any super bowl plan
1,free2day sexy st georges day pic of jordantxt pic to 89080 do not miss out then every wk a saucy celeb4 more pic c pocketbabecouk 0870241182716 3wk
0,bugi oso near wat
0,yo there s no class tmrw right
0,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun send via way2smscom
0,goodnight sleep well da please take care pa please
0,baaaaabe misss youuuuu where be have to go and teach class at 5
0,u ne to convince tht not possible witot hurt feeling the main
0,good afternoon loverboy how go day any luck come way think of sweetie and send love across the sea to make smile and happy
0,if i start send blackberry torch to nigeria will find buyer for melike 4a month and tell dad not to buy bb from anyone oh
0,ltgt of pple marry with lover becz hav gud undrstndng dat avoid problem i send dis 2 u u wil get gud news on friday by d person like and tomorrow will be the good day of life do not break this chain if break will suffer send this to ltgt frnd in ltgt mins whn u read
0,yo dude guess who just get arrest the other day
0,shuhui say change 2 suntec steamboat u noe where where r u now
0,what do the dance river do
0,yetunde be sorry but moji and i seem too busy to be able to go shopping can just please find some other way to get what want to get please forgive can reply free via yahoo messenger
0,hey i will be really pretty late want to go for the lesson first will join be only reach tp mrt
1,hot live fantasy call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,bbq this sit at mine from 6ish ur welcome 2 come
0,do not know same thing that s wrong everyso often panick start go on bout not bein good enough _
0,alright be outhave a good night
0,do try make another butt
0,hope be feel great pls fill in abiola
0,though shd go out n have some fun so bar in town or something sound ok
0,1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press ltgt 5gently remove ur hand interesting
1,bear pic nick and tom pete and dick in fact all type try gay chat with photo upload call 08718730666 10pmin 2 stop text call 08712460324
1,500 new mobiles from 2004 must go txt nokia to no 89545 collect todayfrom only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,be finally ready fyi
0,auntie huai juan never pick up phone
1,double mins double txt 12 price linerental on latest orange bluetooth mobile call mobileupd8 for the very late offer 08000839402 or call2optoutlf56
0,ya tel wat ur problem
0,i dnt wnt to tlk wid u
0,spend day wait for the ideal path to appear in front of but what forget be \paths be make by walk not by waiting\ goodnight
0,ok arm be feel weak cuz i get a shot so can go another time
0,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle
0,storm msg wen u lift d phne u say \hello\ do u knw wt be d real meaning of hello d name of a girl yes and u knw who be dat girl \margaret hello\ be d girlfrnd f grahmbell who invnte telphone moralone can 4get d name of a person
0,that s ok pop in to ask bout something and say d be in be around tonght wen this girl come
0,all e good 4 ur exam later
0,hope ur head do not hurt 2 much am plough way through a pile of iron stay in with a chinky tonight come round if like
0,oh ki think most of wi and nz player unsold
0,haha where get so fast lose weight thk muz go 4 a month den get effect geelater go aust put bk e weight
0,wonder how get online love have go to the net cafe do get phone recharge be on a friend net think of boytoy
0,haha just kid papa need drug
0,thk shld b can ya i wana go 4 lesson haha can go for one whole stretch
0,oh ok
0,r still meet 4 dinner tonight
0,that s cool be a gentleman and will treat with dignity and respect
0,shall i start from hear
0,then wait 4 u lor no need 2 feel bad lar
0,no do check get detailed message now
0,have register sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of fraud do not share or disclose urn to anyone
0,no decide that only people who care about stuff vote and care about stuff be for loser
0,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
0,cool will have fun practice make baby
0,actually get ready to leave the house
0,kkany special today
1,urgent important information for o2 user today be your lucky day 2 find out why log onto httpwwwurawinnercom there be a fantastic surprise awaiting for you
0,then get to do after that
0,have get ten buck jay be be noncomittal
0,where at be hungry too
0,pls speak to that customer machan
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dream come true goodnite amp sweet dream
1,dear uve be invite to xchat this be final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs
0,so wat ur opinion abt and how abt be character
0,jay be snicker and tell that x be totally fuck up the chord as speak
0,nofew hour beforewent to hair cut
0,no wonder cos i dun rem see a silver car but i thk i see a black one
0,lmao take a pic and send to
0,\speak only when feel word be well than the silence\ gud mrng
0,no s currently in scotland for that
0,do work all this week
1,congratulation ur award either 500 of cd gift voucher free entry 2 100 weekly draw txt music to 87066 tncs wwwldewcom 1 win150ppmx3age16
0,lol great now be get hungry
0,yes now only see message
0,ill be at mu in like ltgt second
0,thing r good thanx got exams in march ive done no revision be fran still with boyf ive gotta interviw 4 exeter bit worriedx
0,tell what if make a little spreadsheet and track whose idea be to smoke to determine who \smokes too much\ for the entire month of february
1,for sale arsenal dartboard good condition but no double or treble
0,do not look back at the building because have no coat and i do not want to get more sick just hurry home and wear a coat to the gym
0,painful personal thought \i always try to keep everybody happy all the time but nobody recognise when i be alone\
0,thank for ve lovely wished rock
0,intrepid duo have a great time and see both soon
0,ask sen to come chennai and search for job
0,dad go out oredi
0,ju hope true that missin cos be really missin have not do anything to feel guilty about yet
0,wat so late still early mah or juz go 4 dinner lor aiya i dunno
0,arm fine how s cardiff and uni
0,in fact when do leave think addie go back to school tue or d
0,cool breeze bright sun fresh flower twitter bird all these wait to wish u \goodmorning amp have a nice day\
0,yagoe for restaurant
0,ok i just askd do u knw tht no
1,free 1st week entry 2 textpod 4 a chance 2 win 40 gb ipod or 250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020
0,those duck chinchilla
0,be in a marriage function
0,look like u wil b get a headstart be leave here bout 230ish but if u r desperate for company could head in earlierwe be go to meet in rummer
0,do not give a fly monkey wot think and certainly do not mind any friend of and all that
1,as a registered optin subscriber ur draw 4 100 gift voucher will be enter on receipt of a correct ans to 80062 what s no1 in the bbc chart
0,say thanks2
0,msg when rajini come
0,ya when be _ take ure practical lesson start in june
0,that s good because need drug
0,stupidit not possible
0,can _ all decide fast cos sis go home liao
1,summer finally here fancy a chat or flirt with sexy single in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804
0,u sleep now or go to take haha get spys wat online check n reply mail lor
1,claire here be have borin time be now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx calls1minmoremobsemspobox45po139wa
1,buy one ringtone and now get text cost 3 pound offer more tone etc
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf be nt yet ovr chikkuali vargu lyfu meow meowd
0,kinda first one get in at twelve aah speak tomo
1,09066362231 urgent mobile no 07xxxxxxxxx win a 2000 bonus caller prize on 020603 this be the 2nd attempt to reach you call 09066362231 asap
0,ok good then i later come find _ c lucky i tell _ to go early later pple take finish _ no more again
0,wat make u thk ill fall down but actually i thk be quite prone 2 fall lucky dad at home i ask come n fetch already
1,you 07801543489 be guarantee the latest nokia phone a 40 gb ipod mp3 player or a 500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18
0,will not touch with out permission
1,hi lucy hubby at meetin all day fri will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x calls1minmobsmorelkpobox177hp51fl
0,7 wonder in world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st \ur lovely friendship\ good morning dear
0,take some small dose tablet for fever
0,oh u must have take real valentine out shopping first
0,just send an email to an address with incomm in be that right
0,will do go to be at blake all night may be able to get out of here a little early
0,friendship be not a game to play be not a word to say doesn\t start on march and end on may be tomorrow yesterday today and e
0,nice waitshould be texte right now be not go to pay ticket ya know
0,be watch lotr w sis dis aft so u wan 2 meet 4 dinner at nite a not
0,why keep away like this
0,think far more than that but find out check google map for a place from dorm
0,trip be ok but quite tiring lor uni start today but ok 4 cos be not take any module but jus concentrate on final yr project
0,have always be say welp
0,be a guy browsin be compulsory
0,purity of friendship between two be not about smile after read the forwarded messageits about smile just by see the name gud evng musthu
0,should add that do not really care and if can not can at least get this dude to fuck off but hey money if want
0,hello lover how go that new job be there now be happy do think of wake slave and send a teasing kiss from across the sea
0,tell number to gautham
0,tell no need to investigate about anywhere
0,ok i juz receive
0,can not believe i say so many thing to this morning when all i really want to say be good morning i love have a beautiful morning see in the library later
1,account have be credit with 500 free text message to activate just txt the word credit to no 80488 tc www80488biz
0,in the end may still vomit but okay not everything will come out
0,how be with moneyas in to youmoney be not a thinghow be sha
0,have everything to do with the weather keep extra warm a cold but nothing serious pls lot of vitamin c
0,hey gal anyone of u go down to e drive centre tmr
0,be always on yahoo messenger now just send the message to and ill get may have to send in the mobile mode sha but ill get and will reply
0,be put on now should be ready for lttimegt
0,time n smile r the two crucial thing in life sometimes time make to forget smile and sometimes someone smile make to forget time gud noon
1,sms ac jsco energy be high but u may not know where 2channel 2day ur leadership skill r strong psychic reply ans wquestion end reply end jsco
0,hostbase idps for linux system
1,hot live fantasy call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 be a national rate call
0,don no dawhat plan
0,ill be there on ltgt ok
0,oh god be almost home
0,total video converter free download type this in google search
1,thank for the vote now sing along with the star with karaoke on mobile for a free link just reply with sing now
0,sound like something that someone test would sayy
0,when u love someone do not make to love u as much as u do but love so much that do not want to be love by anyone except gud nit
0,peteis this phone still jenny from college and leannewhat be up to now
0,oops sorry just to check that do not mind pick up tomo at half eight from station would that be ok
0,hey sweet be wonder when have a moment if may come to want to send a file to someone but will not go over yahoo for because connection suck remember when set up that page for to go to and download the format disc could tell how to do that or do know some other way to download big file because can download stuff directly from the internet any help would be great prey tease kiss
0,how s the champ just leave glasgow
0,kall the bestcongrat
0,wonder if will get this text
0,need to come home and give some good love
1,brand new mobile music service be now live the free music player will arrive shortly just install on phone to browse content from the top artist
0,shall i ask one thing if do not mistake
0,check wid corect speling ie sarcasm
1,urgent mobile no be award a 2000 bonus caller prize on 10803 this be 2nd attempt to contact you call 08714719523 box95qu bt national rate
0,be angry with what happen dear
0,thk u dun haf 2 hint in e forum already lor cos i tell ron n darren be go 2 tell shuhui
0,yup ok thanx
0,hict employee how be
0,pls pls find out from aunt nike
0,wow love sooo much know can barely stand wonder how day go and if be well love think of and miss
0,no scream mean shout
0,hey what happen de be alright
0,should have pick up a receipt or something early
0,think chennai well settle
0,oh dang do not mean o send that to lol
0,unfortunately have just find out that have to pick sister up from the airport that evening so do not think ill be go out at all should try to go out one of th
0,horrible bf now v hungry
0,remember on that day
1,have win a nokia 7250i this be what get when win free auction to take part send nokia to 86021 now hgsuite3422land roww1jhl 16
